timestamp,traffic
2019-12-05 23:10:00,194
2019-12-05 23:11:00,254
2019-12-05 23:12:00,292
2019-12-05 23:13:00,252
2019-12-05 23:14:00,220
2019-12-05 23:15:00,222
2019-12-05 23:16:00,310
2019-12-05 23:17:00,306
2019-12-05 23:18:00,330
2019-12-05 23:19:00,282
2019-12-05 23:20:00,298
2019-12-05 23:21:00,326
2019-12-05 23:22:00,278
2019-12-05 23:23:00,288
2019-12-05 23:24:00,286
2019-12-05 23:25:00,342
2019-12-05 23:26:00,304
2019-12-05 23:27:00,222
2019-12-05 23:28:00,260
2019-12-05 23:29:00,244
2019-12-05 23:30:00,226
2019-12-05 23:31:00,212
2019-12-05 23:32:00,270
2019-12-05 23:33:00,296
2019-12-05 23:34:00,276
2019-12-05 23:35:00,240
2019-12-05 23:36:00,314
2019-12-05 23:37:00,256
2019-12-05 23:38:00,282
2019-12-05 23:39:00,224
2019-12-05 23:40:00,250
2019-12-05 23:41:00,214
2019-12-05 23:42:00,252
2019-12-05 23:43:00,184
2019-12-05 23:44:00,246
2019-12-05 23:45:00,268
2019-12-05 23:46:00,252
2019-12-05 23:47:00,194
2019-12-05 23:48:00,246
2019-12-05 23:49:00,250
2019-12-05 23:50:00,276
2019-12-05 23:51:00,246
2019-12-05 23:52:00,288
2019-12-05 23:53:00,220
2019-12-05 23:54:00,326
2019-12-05 23:55:00,272
2019-12-05 23:56:00,304
2019-12-05 23:57:00,206
2019-12-05 23:58:00,250
2019-12-05 23:59:00,278
2019-12-06 00:00:00,324
2019-12-06 00:01:00,238
2019-12-06 00:02:00,248
2019-12-06 00:03:00,198
2019-12-06 00:04:00,280
2019-12-06 00:05:00,198
2019-12-06 00:06:00,306
2019-12-06 00:07:00,260
2019-12-06 00:08:00,236
2019-12-06 00:09:00,280
2019-12-06 00:10:00,252
2019-12-06 00:11:00,314
2019-12-06 00:12:00,264
2019-12-06 00:13:00,270
2019-12-06 00:14:00,216
2019-12-06 00:15:00,348
2019-12-06 00:16:00,238
2019-12-06 00:17:00,250
2019-12-06 00:18:00,248
2019-12-06 00:19:00,240
2019-12-06 00:20:00,306
2019-12-06 00:21:00,360
2019-12-06 00:22:00,378
2019-12-06 00:23:00,284
2019-12-06 00:24:00,270
2019-12-06 00:25:00,256
2019-12-06 00:26:00,250
2019-12-06 00:27:00,242
2019-12-06 00:28:00,184
2019-12-06 00:29:00,242
2019-12-06 00:30:00,342
2019-12-06 00:31:00,280
2019-12-06 00:32:00,232
2019-12-06 00:33:00,262
2019-12-06 00:34:00,212
2019-12-06 00:35:00,214
2019-12-06 00:36:00,210
2019-12-06 00:37:00,280
2019-12-06 00:38:00,358
2019-12-06 00:39:00,256
2019-12-06 00:40:00,254
2019-12-06 00:41:00,310
2019-12-06 00:42:00,228
2019-12-06 00:43:00,312
2019-12-06 00:44:00,316
2019-12-06 00:45:00,260
2019-12-06 00:46:00,254
2019-12-06 00:47:00,292
2019-12-06 00:48:00,280
2019-12-06 00:49:00,272
2019-12-06 00:50:00,266
2019-12-06 00:51:00,314
2019-12-06 00:52:00,320
2019-12-06 00:53:00,172
2019-12-06 00:54:00,176
2019-12-06 00:55:00,280
2019-12-06 00:56:00,240
2019-12-06 00:57:00,324
2019-12-06 00:58:00,378
2019-12-06 00:59:00,172
2019-12-06 01:00:00,294
2019-12-06 01:01:00,192
2019-12-06 01:02:00,282
2019-12-06 01:03:00,254
2019-12-06 01:04:00,290
2019-12-06 01:05:00,210
2019-12-06 01:06:00,276
2019-12-06 01:07:00,314
2019-12-06 01:08:00,330
2019-12-06 01:09:00,338
2019-12-06 01:10:00,180
2019-12-06 01:11:00,274
2019-12-06 01:12:00,374
2019-12-06 01:13:00,212
2019-12-06 01:14:00,306
2019-12-06 01:15:00,298
2019-12-06 01:16:00,284
2019-12-06 01:17:00,270
2019-12-06 01:18:00,248
2019-12-06 01:19:00,158
2019-12-06 01:20:00,284
2019-12-06 01:21:00,190
2019-12-06 01:22:00,280
2019-12-06 01:23:00,236
2019-12-06 01:24:00,260
2019-12-06 01:25:00,238
2019-12-06 01:26:00,240
2019-12-06 01:27:00,274
2019-12-06 01:28:00,278
2019-12-06 01:29:00,300
2019-12-06 01:30:00,326
2019-12-06 01:31:00,248
2019-12-06 01:32:00,236
2019-12-06 01:33:00,298
2019-12-06 01:34:00,214
2019-12-06 01:35:00,282
2019-12-06 01:36:00,234
2019-12-06 01:37:00,228
2019-12-06 01:38:00,224
2019-12-06 01:39:00,204
2019-12-06 01:40:00,312
2019-12-06 01:41:00,276
2019-12-06 01:42:00,300
2019-12-06 01:43:00,252
2019-12-06 01:44:00,292
2019-12-06 01:45:00,240
2019-12-06 01:46:00,280
2019-12-06 01:47:00,226
2019-12-06 01:48:00,214
2019-12-06 01:49:00,236
2019-12-06 01:50:00,188
2019-12-06 01:51:00,222
2019-12-06 01:52:00,232
2019-12-06 01:53:00,194
2019-12-06 01:54:00,268
2019-12-06 01:55:00,332
2019-12-06 01:56:00,294
2019-12-06 01:57:00,268
2019-12-06 01:58:00,298
2019-12-06 01:59:00,296
2019-12-06 02:00:00,256
2019-12-06 02:01:00,208
2019-12-06 02:02:00,256
2019-12-06 02:03:00,268
2019-12-06 02:04:00,254
2019-12-06 02:05:00,290
2019-12-06 02:06:00,240
2019-12-06 02:07:00,244
2019-12-06 02:08:00,278
2019-12-06 02:09:00,300
2019-12-06 02:10:00,304
2019-12-06 02:11:00,248
2019-12-06 02:12:00,246
2019-12-06 02:13:00,280
2019-12-06 02:14:00,390
2019-12-06 02:15:00,326
2019-12-06 02:16:00,242
2019-12-06 02:17:00,162
2019-12-06 02:18:00,318
2019-12-06 02:19:00,332
2019-12-06 02:20:00,316
2019-12-06 02:21:00,360
2019-12-06 02:22:00,288
2019-12-06 02:23:00,260
2019-12-06 02:24:00,248
2019-12-06 02:25:00,252
2019-12-06 02:26:00,364
2019-12-06 02:27:00,282
2019-12-06 02:28:00,262
2019-12-06 02:29:00,270
2019-12-06 02:30:00,270
2019-12-06 02:31:00,268
2019-12-06 02:32:00,388
2019-12-06 02:33:00,182
2019-12-06 02:34:00,210
2019-12-06 02:35:00,288
2019-12-06 02:36:00,260
2019-12-06 02:37:00,304
2019-12-06 02:38:00,232
2019-12-06 02:39:00,184
2019-12-06 02:40:00,182
2019-12-06 02:41:00,230
2019-12-06 02:42:00,260
2019-12-06 02:43:00,282
2019-12-06 02:44:00,256
2019-12-06 02:45:00,264
2019-12-06 02:46:00,346
2019-12-06 02:47:00,240
2019-12-06 02:48:00,240
2019-12-06 02:49:00,220
2019-12-06 02:50:00,196
2019-12-06 02:51:00,226
2019-12-06 02:52:00,210
2019-12-06 02:53:00,266
2019-12-06 02:54:00,302
2019-12-06 02:55:00,256
2019-12-06 02:56:00,226
2019-12-06 02:57:00,298
2019-12-06 02:58:00,220
2019-12-06 02:59:00,222
2019-12-06 03:00:00,256
2019-12-06 03:01:00,274
2019-12-06 03:02:00,342
2019-12-06 03:03:00,180
2019-12-06 03:04:00,262
2019-12-06 03:05:00,272
2019-12-06 03:06:00,352
2019-12-06 03:07:00,356
2019-12-06 03:08:00,292
2019-12-06 03:09:00,240
2019-12-06 03:10:00,240
2019-12-06 03:11:00,268
2019-12-06 03:12:00,310
2019-12-06 03:13:00,220
2019-12-06 03:14:00,266
2019-12-06 03:15:00,292
2019-12-06 03:16:00,252
2019-12-06 03:17:00,266
2019-12-06 03:18:00,236
2019-12-06 03:19:00,180
2019-12-06 03:20:00,304
2019-12-06 03:21:00,240
2019-12-06 03:22:00,324
2019-12-06 03:23:00,260
2019-12-06 03:24:00,278
2019-12-06 03:25:00,336
2019-12-06 03:26:00,412
2019-12-06 03:27:00,258
2019-12-06 03:28:00,376
2019-12-06 03:29:00,324
2019-12-06 03:30:00,350
2019-12-06 03:31:00,326
2019-12-06 03:32:00,250
2019-12-06 03:33:00,304
2019-12-06 03:34:00,260
2019-12-06 03:35:00,332
2019-12-06 03:36:00,272
2019-12-06 03:37:00,268
2019-12-06 03:38:00,314
2019-12-06 03:39:00,216
2019-12-06 03:40:00,212
2019-12-06 03:41:00,310
2019-12-06 03:42:00,202
2019-12-06 03:43:00,262
2019-12-06 03:44:00,298
2019-12-06 03:45:00,230
2019-12-06 03:46:00,240
2019-12-06 03:47:00,338
2019-12-06 03:48:00,222
2019-12-06 03:49:00,282
2019-12-06 03:50:00,348
2019-12-06 03:51:00,308
2019-12-06 03:52:00,230
2019-12-06 03:53:00,256
2019-12-06 03:54:00,310
2019-12-06 03:55:00,300
2019-12-06 03:56:00,264
2019-12-06 03:57:00,246
2019-12-06 03:58:00,229
2019-12-06 03:59:00,232
2019-12-06 04:00:00,248
2019-12-06 04:01:00,220
2019-12-06 04:02:00,234
2019-12-06 04:03:00,248
2019-12-06 04:04:00,298
2019-12-06 04:05:00,250
2019-12-06 04:06:00,230
2019-12-06 04:07:00,268
2019-12-06 04:08:00,262
2019-12-06 04:09:00,206
2019-12-06 04:10:00,352
2019-12-06 04:11:00,316
2019-12-06 04:12:00,196
2019-12-06 04:13:00,224
2019-12-06 04:14:00,298
2019-12-06 04:15:00,186
2019-12-06 04:16:00,268
2019-12-06 04:17:00,284
2019-12-06 04:18:00,254
2019-12-06 04:19:00,274
2019-12-06 04:20:00,314
2019-12-06 04:21:00,252
2019-12-06 04:22:00,224
2019-12-06 04:23:00,254
2019-12-06 04:24:00,243
2019-12-06 04:25:00,260
2019-12-06 04:26:00,146
2019-12-06 04:27:00,274
2019-12-06 04:28:00,266
2019-12-06 04:29:00,316
2019-12-06 04:30:00,370
2019-12-06 04:31:00,280
2019-12-06 04:32:00,278
2019-12-06 04:33:00,272
2019-12-06 04:34:00,286
2019-12-06 04:35:00,258
2019-12-06 04:36:00,346
2019-12-06 04:37:00,250
2019-12-06 04:38:00,274
2019-12-06 04:39:00,256
2019-12-06 04:40:00,218
2019-12-06 04:41:00,296
2019-12-06 04:42:00,224
2019-12-06 04:43:00,314
2019-12-06 04:44:00,242
2019-12-06 04:45:00,282
2019-12-06 04:46:00,276
2019-12-06 04:47:00,284
2019-12-06 04:48:00,254
2019-12-06 04:49:00,304
2019-12-06 04:50:00,280
2019-12-06 04:51:00,276
2019-12-06 04:52:00,270
2019-12-06 04:53:00,196
2019-12-06 04:54:00,294
2019-12-06 04:55:00,330
2019-12-06 04:56:00,250
2019-12-06 04:57:00,196
2019-12-06 04:58:00,270
2019-12-06 04:59:00,322
2019-12-06 05:00:00,252
2019-12-06 05:01:00,258
2019-12-06 05:02:00,242
2019-12-06 05:03:00,296
2019-12-06 05:04:00,298
2019-12-06 05:05:00,251
2019-12-06 05:06:00,322
2019-12-06 05:07:00,296
2019-12-06 05:08:00,266
2019-12-06 05:09:00,220
2019-12-06 05:10:00,234
2019-12-06 05:11:00,198
2019-12-06 05:12:00,280
2019-12-06 05:13:00,156
2019-12-06 05:14:00,296
2019-12-06 05:15:00,358
2019-12-06 05:16:00,278
2019-12-06 05:17:00,284
2019-12-06 05:18:00,276
2019-12-06 05:19:00,244
2019-12-06 05:20:00,246
2019-12-06 05:21:00,288
2019-12-06 05:22:00,218
2019-12-06 05:23:00,260
2019-12-06 05:24:00,150
2019-12-06 05:25:00,228
2019-12-06 05:26:00,180
2019-12-06 05:27:00,198
2019-12-06 05:28:00,206
2019-12-06 05:29:00,210
2019-12-06 05:30:00,318
2019-12-06 05:31:00,296
2019-12-06 05:32:00,276
2019-12-06 05:33:00,334
2019-12-06 05:34:00,322
2019-12-06 05:35:00,266
2019-12-06 05:36:00,290
2019-12-06 05:37:00,214
2019-12-06 05:38:00,190
2019-12-06 05:39:00,278
2019-12-06 05:40:00,394
2019-12-06 05:41:00,354
2019-12-06 05:42:00,304
2019-12-06 05:43:00,336
2019-12-06 05:44:00,258
2019-12-06 05:45:00,278
2019-12-06 05:46:00,238
2019-12-06 05:47:00,214
2019-12-06 05:48:00,252
2019-12-06 05:49:00,344
2019-12-06 05:50:00,256
2019-12-06 05:51:00,200
2019-12-06 05:52:00,282
2019-12-06 05:53:00,376
2019-12-06 05:54:00,258
2019-12-06 05:55:00,224
2019-12-06 05:56:00,348
2019-12-06 05:57:00,306
2019-12-06 05:58:00,226
2019-12-06 05:59:00,222
2019-12-06 06:00:00,264
2019-12-06 06:01:00,264
2019-12-06 06:02:00,280
2019-12-06 06:03:00,284
2019-12-06 06:04:00,328
2019-12-06 06:05:00,256
2019-12-06 06:06:00,228
2019-12-06 06:07:00,256
2019-12-06 06:08:00,312
2019-12-06 06:09:00,280
2019-12-06 06:10:00,312
2019-12-06 06:11:00,240
2019-12-06 06:12:00,190
2019-12-06 06:13:00,182
2019-12-06 06:14:00,286
2019-12-06 06:15:00,254
2019-12-06 06:16:00,284
2019-12-06 06:17:00,232
2019-12-06 06:18:00,248
2019-12-06 06:19:00,210
2019-12-06 06:20:00,258
2019-12-06 06:21:00,254
2019-12-06 06:22:00,282
2019-12-06 06:23:00,258
2019-12-06 06:24:00,204
2019-12-06 06:25:00,260
2019-12-06 06:26:00,246
2019-12-06 06:27:00,236
2019-12-06 06:28:00,212
2019-12-06 06:29:00,298
2019-12-06 06:30:00,178
2019-12-06 06:31:00,298
2019-12-06 06:32:00,313
2019-12-06 06:33:00,318
2019-12-06 06:34:00,262
2019-12-06 06:35:00,346
2019-12-06 06:36:00,250
2019-12-06 06:37:00,226
2019-12-06 06:38:00,250
2019-12-06 06:39:00,248
2019-12-06 06:40:00,344
2019-12-06 06:41:00,220
2019-12-06 06:42:00,310
2019-12-06 06:43:00,278
2019-12-06 06:44:00,252
2019-12-06 06:45:00,320
2019-12-06 06:46:00,242
2019-12-06 06:47:00,362
2019-12-06 06:48:00,266
2019-12-06 06:49:00,204
2019-12-06 06:50:00,292
2019-12-06 06:51:00,218
2019-12-06 06:52:00,200
2019-12-06 06:53:00,290
2019-12-06 06:54:00,294
2019-12-06 06:55:00,250
2019-12-06 06:56:00,316
2019-12-06 06:57:00,328
2019-12-06 06:58:00,244
2019-12-06 06:59:00,282
2019-12-06 07:00:00,270
2019-12-06 07:01:00,170
2019-12-06 07:02:00,206
2019-12-06 07:03:00,276
2019-12-06 07:04:00,254
2019-12-06 07:05:00,316
2019-12-06 07:06:00,194
2019-12-06 07:07:00,268
2019-12-06 07:08:00,242
2019-12-06 07:09:00,228
2019-12-06 07:10:00,216
2019-12-06 07:11:00,370
2019-12-06 07:12:00,372
2019-12-06 07:13:00,284
2019-12-06 07:14:00,308
2019-12-06 07:15:00,270
2019-12-06 07:16:00,196
2019-12-06 07:17:00,240
2019-12-06 07:18:00,292
2019-12-06 07:19:00,244
2019-12-06 07:20:00,310
2019-12-06 07:21:00,282
2019-12-06 07:22:00,252
2019-12-06 07:23:00,284
2019-12-06 07:24:00,280
2019-12-06 07:25:00,280
2019-12-06 07:26:00,284
2019-12-06 07:27:00,178
2019-12-06 07:28:00,334
2019-12-06 07:29:00,286
2019-12-06 07:30:00,274
2019-12-06 07:31:00,264
2019-12-06 07:32:00,280
2019-12-06 07:33:00,358
2019-12-06 07:34:00,270
2019-12-06 07:35:00,272
2019-12-06 07:36:00,300
2019-12-06 07:37:00,196
2019-12-06 07:38:00,208
2019-12-06 07:39:00,254
2019-12-06 07:40:00,316
2019-12-06 07:41:00,292
2019-12-06 07:42:00,206
2019-12-06 07:43:00,268
2019-12-06 07:44:00,230
2019-12-06 07:45:00,264
2019-12-06 07:46:00,250
2019-12-06 07:47:00,264
2019-12-06 07:48:00,312
2019-12-06 07:49:00,382
2019-12-06 07:50:00,222
2019-12-06 07:51:00,180
2019-12-06 07:52:00,244
2019-12-06 07:53:00,324
2019-12-06 07:54:00,276
2019-12-06 07:55:00,270
2019-12-06 07:56:00,294
2019-12-06 07:57:00,196
2019-12-06 07:58:00,240
2019-12-06 07:59:00,282
2019-12-06 08:00:00,234
2019-12-06 08:01:00,244
2019-12-06 08:02:00,232
2019-12-06 08:03:00,268
2019-12-06 08:04:00,288
2019-12-06 08:05:00,234
2019-12-06 08:06:00,254
2019-12-06 08:07:00,274
2019-12-06 08:08:00,288
2019-12-06 08:09:00,356
2019-12-06 08:10:00,310
2019-12-06 08:11:00,182
2019-12-06 08:12:00,282
2019-12-06 08:13:00,226
2019-12-06 08:14:00,248
2019-12-06 08:15:00,254
2019-12-06 08:16:00,228
2019-12-06 08:17:00,266
2019-12-06 08:18:00,326
2019-12-06 08:19:00,274
2019-12-06 08:20:00,342
2019-12-06 08:21:00,302
2019-12-06 08:22:00,210
2019-12-06 08:23:00,176
2019-12-06 08:24:00,240
2019-12-06 08:25:00,240
2019-12-06 08:26:00,176
2019-12-06 08:27:00,210
2019-12-06 08:28:00,252
2019-12-06 08:29:00,308
2019-12-06 08:30:00,320
2019-12-06 08:31:00,298
2019-12-06 08:32:00,258
2019-12-06 08:33:00,314
2019-12-06 08:34:00,286
2019-12-06 08:35:00,370
2019-12-06 08:36:00,284
2019-12-06 08:37:00,220
2019-12-06 08:38:00,262
2019-12-06 08:39:00,226
2019-12-06 08:40:00,312
2019-12-06 08:41:00,320
2019-12-06 08:42:00,210
2019-12-06 08:43:00,330
2019-12-06 08:44:00,254
2019-12-06 08:45:00,270
2019-12-06 08:46:00,246
2019-12-06 08:47:00,250
2019-12-06 08:48:00,278
2019-12-06 08:49:00,310
2019-12-06 08:50:00,276
2019-12-06 08:51:00,260
2019-12-06 08:52:00,292
2019-12-06 08:53:00,284
2019-12-06 08:54:00,188
2019-12-06 08:55:00,238
2019-12-06 08:56:00,288
2019-12-06 08:57:00,226
2019-12-06 08:58:00,280
2019-12-06 08:59:00,354
2019-12-06 09:00:00,224
2019-12-06 09:01:00,286
2019-12-06 09:02:00,238
2019-12-06 09:03:00,248
2019-12-06 09:04:00,320
2019-12-06 09:05:00,324
2019-12-06 09:06:00,282
2019-12-06 09:07:00,222
2019-12-06 09:08:00,276
2019-12-06 09:09:00,336
2019-12-06 09:10:00,316
2019-12-06 09:11:00,244
2019-12-06 09:12:00,266
2019-12-06 09:13:00,222
2019-12-06 09:14:00,202
2019-12-06 09:15:00,316
2019-12-06 09:16:00,432
2019-12-06 09:17:00,300
2019-12-06 09:18:00,268
2019-12-06 09:19:00,242
2019-12-06 09:20:00,360
2019-12-06 09:21:00,330
2019-12-06 09:22:00,264
2019-12-06 09:23:00,304
2019-12-06 09:24:00,282
2019-12-06 09:25:00,282
2019-12-06 09:26:00,264
2019-12-06 09:27:00,246
2019-12-06 09:28:00,266
2019-12-06 09:29:00,284
2019-12-06 09:30:00,278
2019-12-06 09:31:00,260
2019-12-06 09:32:00,338
2019-12-06 09:33:00,180
2019-12-06 09:34:00,272
2019-12-06 09:35:00,320
2019-12-06 09:36:00,266
2019-12-06 09:37:00,168
2019-12-06 09:38:00,202
2019-12-06 09:39:00,318
2019-12-06 09:40:00,278
2019-12-06 09:41:00,292
2019-12-06 09:42:00,290
2019-12-06 09:43:00,276
2019-12-06 09:44:00,296
2019-12-06 09:45:00,274
2019-12-06 09:46:00,260
2019-12-06 09:47:00,314
2019-12-06 09:48:00,222
2019-12-06 09:49:00,190
2019-12-06 09:50:00,340
2019-12-06 09:51:00,330
2019-12-06 09:52:00,318
2019-12-06 09:53:00,288
2019-12-06 09:54:00,266
2019-12-06 09:55:00,290
2019-12-06 09:56:00,210
2019-12-06 09:57:00,250
2019-12-06 09:58:00,200
2019-12-06 09:59:00,262
2019-12-06 10:00:00,362
2019-12-06 10:01:00,370
2019-12-06 10:02:00,390
2019-12-06 10:03:00,312
2019-12-06 10:04:00,280
2019-12-06 10:05:00,234
2019-12-06 10:06:00,218
2019-12-06 10:07:00,226
2019-12-06 10:08:00,230
2019-12-06 10:09:00,266
2019-12-06 10:10:00,306
2019-12-06 10:11:00,294
2019-12-06 10:12:00,276
2019-12-06 10:13:00,174
2019-12-06 10:14:00,178
2019-12-06 10:15:00,358
2019-12-06 10:16:00,390
2019-12-06 10:17:00,224
2019-12-06 10:18:00,272
2019-12-06 10:19:00,354
2019-12-06 10:20:00,286
2019-12-06 10:21:00,210
2019-12-06 10:22:00,262
2019-12-06 10:23:00,144
2019-12-06 10:24:00,266
2019-12-06 10:25:00,370
2019-12-06 10:26:00,302
2019-12-06 10:27:00,272
2019-12-06 10:28:00,250
2019-12-06 10:29:00,284
2019-12-06 10:30:00,366
