timestamp,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17
2019-12-05 17:52:00,0.059152000012545614,0.10307200001989258,0.012355200000456534,0.059152000012545614,0.059152000012545614,0.05252160001327866,0.059152000012545614,0.059152000012545614,0.012355200000456534,0.04175280000708881,0.033963200006837724,0.006177600000228267,0.048383200006355764,0.033963200006837724,0.006177600000228267,0.03432000001339475,0.012355200000456534
2019-12-05 17:53:00,0.06020080001326278,0.05176480000955053,0.012355200000456534,0.04921840001043165,0.07840800002304604,0.04921840001043165,0.08801760002825176,0.0865488000199548,0.02471040000091307,0.037831200010259636,0.02886640000724583,0.008236800000304356,0.036181600007694215,0.027232800006459,0.008236800000304356,0.017160000006697373,0.0185328000006848
2019-12-05 17:54:00,0.06271760001618532,0.10330080001949682,0.02471040000091307,0.08801760002825176,0.09034800001973053,0.09980960001848871,0.16712320004808134,0.12050160002763732,0.0370656000013696,0.08267040001737769,0.054794400013634004,0.016473600000608712,0.07579040001292014,0.03684240001166472,0.014414400000532623,0.03432000001339475,0.0185328000006848
2019-12-05 17:55:00,0.06186640001760679,0.13513760002388153,0.04942080000182614,0.18313920005675755,0.0857248000211257,0.19298880003771046,0.15431040004114038,0.08079280002129963,0.030888000001141336,0.07601920001252438,0.03778960001363885,0.014414400000532623,0.06716560000859317,0.03363920000992948,0.010296000000380445,0.04461600001741317,0.0185328000006848
2019-12-05 17:56:00,0.08268720002524788,0.09368000001632026,0.0370656000013696,0.16712320004808134,0.1549968000399531,0.12050160002763732,0.09034800001973053,0.06271760001618532,0.0185328000006848,0.07106000001294888,0.06188160002056975,0.016473600000608712,0.03204800000457908,0.024976800006697886,0.006177600000228267,0.030888000012055272,0.030888000001141336
2019-12-05 17:57:00,0.12419040003442205,0.17773920002946397,0.0370656000013696,0.1639200000463461,0.14813280003727414,0.12040160002652556,0.085038400022313,0.059972000013658544,0.0185328000006848,0.049208000011276454,0.08230880002156482,0.016473600000608712,0.031819200004974846,0.02402960000472376,0.006177600000228267,0.05834400002277107,0.0370656000013696
2019-12-05 17:58:00,0.13139440003578784,0.17773920002946397,0.04942080000182614,0.18313920005675755,0.1549968000399531,0.19298880003771046,0.1639200000463461,0.1137712000272586,0.0370656000013696,0.049208000011276454,0.08230880002156482,0.016473600000608712,0.03204800000457908,0.024976800006697886,0.006177600000228267,0.05834400002277107,0.0370656000013696
2019-12-05 17:59:00,0.10611520002930774,0.166745600028662,0.02471040000091307,0.1031608000266715,0.08760240001720376,0.10242640002252301,0.18313920005675755,0.17972800003917655,0.04942080000182614,0.09317920001922175,0.09512160002850578,0.02471040000091307,0.06716560000859317,0.03363920000992948,0.010296000000380445,0.054912000021431595,0.02471040000091307
2019-12-05 18:00:00,0.17562240004190244,0.27210560004459694,0.012355200000456534,0.04921840001043165,0.03960880000522593,0.04921840001043165,0.18313920005675755,0.17972800003917655,0.04942080000182614,0.0856288000177301,0.07266240001627011,0.0185328000006848,0.03204800000457908,0.024976800006697886,0.006177600000228267,0.08923200003482634,0.030888000001141336
2019-12-05 18:01:00,0.09745200001998455,0.1454448000258708,0.012355200000456534,0.04921840001043165,0.04921840001043165,0.04921840001043165,0.18313920005675755,0.17972800003917655,0.04942080000182614,0.06053520000932622,0.03363920000992948,0.010296000000380445,0.08974720001788228,0.07655120002527838,0.02265120000083698,0.048048000018752646,0.0185328000006848
2019-12-05 18:02:00,0.05063920001339284,0.10352960001910105,0.0185328000006848,0.05882800001563737,0.04967600000964012,0.08219680001639063,0.1191768000353477,0.16165280003406224,0.0370656000013696,0.031819200004974846,0.02402960000472376,0.006177600000228267,0.09317920001922175,0.09512160002850578,0.02471040000091307,0.03432000001339475,0.012355200000456534
2019-12-05 18:03:00,0.10336960002678097,0.187817600031849,0.030888000001141336,0.07804720002604881,0.08229280001978623,0.16141440002684249,0.11386720003793016,0.15890720003153547,0.0370656000013696,0.031819200004974846,0.02402960000472376,0.006177600000228267,0.0863152000165428,0.07503040002120542,0.0185328000006848,0.061776000024110544,0.02471040000091307
2019-12-05 18:04:00,0.13139440003578784,0.16720320002787048,0.02471040000091307,0.09785120002925396,0.1549968000399531,0.1063112000192632,0.18313920005675755,0.17972800003917655,0.04942080000182614,0.031819200004974846,0.02402960000472376,0.006177600000228267,0.07601920001252438,0.03778960001363885,0.014414400000532623,0.054912000021431595,0.0370656000013696
2019-12-05 18:05:00,0.12419040003442205,0.14636000002428773,0.0185328000006848,0.09034800001973053,0.1515648000386136,0.05608720001691836,0.16712320004808134,0.12050160002763732,0.0370656000013696,0.03204800000457908,0.024976800006697886,0.006177600000228267,0.08219680001639063,0.05456560001402977,0.016473600000608712,0.048048000018752646,0.0370656000013696
2019-12-05 18:06:00,0.13139440003578784,0.156667200026277,0.0185328000006848,0.059972000013658544,0.1549968000399531,0.09166880002157995,0.09034800001973053,0.06271760001618532,0.0185328000006848,0.042344000008597504,0.05227200001536403,0.012355200000456534,0.07601920001252438,0.03778960001363885,0.014414400000532623,0.05148000002009212,0.0370656000013696
2019-12-05 18:07:00,0.12419040003442205,0.14658880002389196,0.0185328000006848,0.06271760001618532,0.1515648000386136,0.0908216000207176,0.07357200001933961,0.05654000001231907,0.016473600000608712,0.07792400001562783,0.09191840002677054,0.02059200000076089,0.08288320001520333,0.0536184000193316,0.0185328000006848,0.048048000018752646,0.0370656000013696
2019-12-05 18:08:00,0.11331920003067353,0.1772816000302555,0.02471040000091307,0.09464800002751872,0.09103440001854324,0.09958080001888447,0.10181440002270392,0.06614960001752479,0.02059200000076089,0.049208000011276454,0.08230880002156482,0.016473600000608712,0.07769040001221583,0.06472320001921616,0.014414400000532623,0.05834400002277107,0.02471040000091307
2019-12-05 18:09:00,0.09261600002355408,0.17705280003065127,0.0370656000013696,0.1191768000353477,0.04647280000790488,0.17491360003259615,0.05882800001563737,0.08219680001639063,0.0185328000006848,0.049208000011276454,0.08230880002156482,0.016473600000608712,0.03204800000457908,0.024976800006697886,0.006177600000228267,0.05834400002277107,0.0185328000006848
2019-12-05 18:10:00,0.09982000002491986,0.15643840002667275,0.02471040000091307,0.09785120002925396,0.049904800009244354,0.09968080001999624,0.06203120001737261,0.08892720001676935,0.0185328000006848,0.049208000011276454,0.08230880002156482,0.016473600000608712,0.07769040001221583,0.06188160002056975,0.016473600000608712,0.05148000002009212,0.0185328000006848
2019-12-05 18:11:00,0.04969200001141871,0.1342224000254646,0.0370656000013696,0.1639200000463461,0.049447200010035885,0.12040160002652556,0.05882800001563737,0.08219680001639063,0.0185328000006848,0.0856288000177301,0.07266240001627011,0.0185328000006848,0.0416576000097848,0.05984960000932915,0.010296000000380445,0.04461600001741317,0.012355200000456534
2019-12-05 18:12:00,0.09946400002445444,0.166745600028662,0.035006400001293514,0.11597360003361246,0.0705976000172086,0.16392080003060983,0.08638480002628057,0.09624880001865677,0.02265120000083698,0.07601920001252438,0.03778960001363885,0.014414400000532623,0.06739440000819741,0.034586400011903606,0.010296000000380445,0.054912000021431595,0.02265120000083698
2019-12-05 18:13:00,0.12902640003085253,0.18736000003264053,0.030888000001141336,0.07804720002604881,0.15431040004114038,0.16141440002684249,0.10181440002270392,0.06614960001752479,0.02059200000076089,0.07106000001294888,0.06188160002056975,0.016473600000608712,0.03891200000725803,0.04364720001103706,0.008236800000304356,0.061776000024110544,0.0370656000013696
2019-12-05 18:14:00,0.09050320002643275,0.16651680002905778,0.035006400001293514,0.10240080003495677,0.09884000002057292,0.1687360000287299,0.07997840002281009,0.07852560001629172,0.02059200000076089,0.0416576000097848,0.05984960000932915,0.010296000000380445,0.07601920001252438,0.03778960001363885,0.014414400000532623,0.054912000021431595,0.02471040000091307
2019-12-05 18:15:00,0.1257120000300347,0.19858240003304672,0.04942080000182614,0.18313920005675755,0.07425840001815232,0.19298880003771046,0.18313920005675755,0.17972800003917655,0.04942080000182614,0.06076400000893045,0.034586400011903606,0.010296000000380445,0.07425840001087636,0.05041520001759636,0.014414400000532623,0.06520800002545002,0.02471040000091307
2019-12-05 18:16:00,0.08126640002228669,0.11383680002109031,0.03912480000144569,0.13064320003832108,0.15453920004074462,0.17834560003393563,0.11783040003138012,0.11685120002584881,0.028828800001065247,0.042344000008597504,0.05227200001536403,0.012355200000456534,0.04307840001274599,0.053676800009270664,0.010296000000380445,0.03775200001473422,0.030888000001141336
2019-12-05 18:17:00,0.08221360002426081,0.11429440002029878,0.02059200000076089,0.06523440001910785,0.15476800004034885,0.09992000001875567,0.07997840002281009,0.07852560001629172,0.02059200000076089,0.0416576000097848,0.05984960000932915,0.010296000000380445,0.07649280001351144,0.03801840001324308,0.014414400000532623,0.03775200001473422,0.030888000001141336
2019-12-05 18:18:00,0.06804400002147304,0.1243728000226838,0.016473600000608712,0.05562480001390213,0.10250080002151662,0.07783440001367126,0.17032640004981658,0.13149440002962365,0.03912480000144569,0.03204800000457908,0.024976800006697886,0.006177600000228267,0.06716560000859317,0.03363920000992948,0.010296000000380445,0.041184000016073696,0.02059200000076089
